Arc Length,Radius of Curvature,Direction
1.210943906849651,3.4514436873477816,left
1.1973123178853733,4.3933708621026994,left
1.2973628155550319,6.8426329535214805,left
1.4551956509798645,11.270527458560105,left
1.6282931987775602,18.38635368695913,left
1.7918855555544075,29.350448985946073,left
1.9325193520665935,46.56882278792372,left
2.0428368907963743,76.60372066422183,left
2.1187358187428806,146.2256244936356,left
2.1579531286421294,613.7383954347849,left
2.1593790932740338,290.1490958670902,right
2.122759105161552,108.28941240065363,right
2.054405783594903,100.23836440050705,right
1.9850616941878882,100.20302635501672,right
1.9244414372353136,102.39057967183648,right
1.872390153006492,107.34580927014444,right
1.8287356460248123,116.03463031993493,right
1.7932998537716074,130.22763950145378,right
1.765906495548328,153.41662639626045,right
1.7463894611771777,193.38254639963,right
1.7346012410915925,271.36523605176274,right
1.7304206345362902,472.4451632719723,right
1.7337590137398928,1897.7528215588593,right
1.74456456480232,977.3649630333204,left
1.7628241469285517,403.628080265051,left
1.7885626737764626,263.9451871713412,left
1.8218398357531045,209.06005317370838,left
1.8602282215706092,293.2974038545255,left
1.8951960324037345,456.3387423632027,left
1.9248594232748608,920.4455107771955,left
1.9491680576289006,16667.46517801833,left
1.9680971356507768,1090.1211683103693,right
1.9816451578958845,534.3674082457818,right
1.9898327765638861,353.8789191127321,right
1.992702597944018,262.91868520407473,right
1.9903198714281611,207.16080897016462,right
1.9827740611724378,168.89080334242354,right
1.970181351848542,140.62615790979595,right
1.9526881944439165,118.67125978481728,right
1.9304760550985895,100.99770666682888,right
1.9037675917426689,86.40390847965871,right
1.8728345502902686,74.13542640423915,right
1.838007741760248,63.69595815502517,right
1.7996895254770897,54.74586972869587,right
1.7583692623923555,47.044352680973105,right
1.7146421786431956,40.41481825129356,right
1.6681302658503925,93.5527318074158,right
1.609089117704551,85.31594924017298,left
1.5312305349041007,24.41090304652073,left
1.4380941534238996,12.218216735219984,left
1.3419498631457438,7.3055161797573565,left
1.2675500783052933,6.738970525599498,left
1.269789288272014,13.134458092295143,left
1.3770072148947623,7.498870772143921,right
1.579121577436305,15.735172230673141,right
1.7779323360217454,37.058925445952475,right
1.93302982141489,196.00845360541385,right
2.0313492802812667,87.66918488765349,left
2.070400934967348,36.195924313712275,left
2.055103908890187,21.171259281747513,left
1.9983695830875212,13.66599319653971,left
1.9266784430334918,13.904327542705886,left
1.8869834438218573,20.694583844068458,left
1.874294617228801,44.04117514167212,left
1.8644705111157547,292.2554741505366,left
1.8459090116035604,32.311588151582065,right
1.8204565842188238,16.54426075399826,right
1.8041113902789085,11.27753300221204,right
1.827279236084256,10.018004831754368,right
1.9112934871691907,16.216231607277866,right
2.0018739163471237,29.40871453276419,right
2.0551033902737323,77.49788962527666,right
2.051373103241307,146.7163363985913,right
1.983973815325554,39.41817720662996,left
1.8803627259456064,33.218387113193465,left
1.7920395990702946,29.05202446209174,left
1.725513999259152,26.51349451366716,left
1.681492869005513,25.36483135320416,left
1.66031349855122,25.510437625904697,left
1.6618489271088168,26.99250627966276,left
1.685495757796778,30.00833452726125,left
1.7302536045912278,34.957769300301216,left
1.7948705947730028,42.54125134490884,left
1.878009058607567,53.95521455329627,left
1.9783890092799075,71.29677988624883,left
2.0948861320920327,98.47404552221514,left
2.2265746685875407,152.71003269975,left
2.3520136968445935,1407.4375184268856,left
2.4039147436230053,136.83500328898867,right
2.3691679003030974,64.36857834178744,right
2.2499596607310934,34.81819617700658,right
2.0515611729028485,18.44677031270662,right
1.785730897143275,8.972701802279463,right
1.4806585926817566,4.016441970280381,right
1.2098750336936261,2.1050686085745762,right
1.135717258066967,2.986667972070534,right
1.2975418336718558,6.228205422243438,right
1.523186412230833,12.885875808975651,right
1.7094787326389482,25.313110840902883,right
1.8215546926792703,38.847989396038024,right
1.898456483425566,56.04948130888962,right
1.964675535080024,86.61104007605788,right
2.0182088945554972,158.2452783318081,right
2.0576413049362348,573.8379274291522,right
2.082218082644795,396.68835201378886,left
2.0917318112153582,147.93710848813217,left
2.086583426560366,105.48971216093692,left
2.0733439286894946,111.68629901288129,left
2.0610662649545692,119.25347632886964,left
2.0503324012619304,128.53710316352564,left
2.0409949983420943,140.0302836978791,left
2.0329156202504834,154.45778787102134,left
2.0259658494961945,172.92641918467234,left
2.0200282495122006,197.2103493020832,left
2.014997181350526,230.33751906513686,left
2.010779484973368,277.9266730934774,left
2.0072950376451786,351.6998860088851,left
2.004477202805707,480.8366259689307,left
2.002273182600984,763.694117243826,left
2.0006442861210294,1870.8008725184268,left
1.9995661235389925,4114.561656059054,left
1.9990287339316755,979.0577299702352,right
1.9990366517436724,555.9892881517108,right
1.999608913786136,388.7083669247826,right
2.000779005470596,299.2882895726876,right
2.0025947417925973,243.78042621599138,right
2.005118075551119,206.09036196933405,right
2.0084248225461585,178.9319555447429,right
2.0126013290208467,162.28323681663193,right
2.0172387430783347,160.98420555463525,right
2.021315154608494,159.48037689170891,right
2.024707573457586,157.78420822520303,right
2.027429091729671,155.9085756923221,right
2.0294937662790886,153.8666733690205,right
2.030916658161524,151.67191757712618,right
2.031713875628924,149.33785680100522,right
2.0319026206604374,146.87808758797854,right
2.0315012390213867,144.3061766906778,right
2.0305292738274554,141.63558960540058,right
2.029007522569171,138.87962556870102,right
2.026958097533472,136.05135899497552,right
2.024404489517584,133.16358727040543,right
2.0213716346946713,130.22878476280312,right
2.017885984434124,127.25906286198757,right
2.013975577817068,124.26613583046388,right
2.0096701165135826,121.26129221849966,right
2.005001041594374,118.2553715802049,right
2.0000016117506205,115.25874621695633,right
1.9947069822682386,112.28130767048467,right
1.9891542839741847,109.33245768920023,right
1.9833827012078558,106.42110339696175,right
1.977433547705563,103.5556564026109,right
1.971350339091294,100.74403560038431,right
1.965178860464251,97.99367342500099,right
1.9589672273513214,95.31152534009294,right
1.95276593806721,92.70408235401901,right
1.9466279152887926,90.17738637237098,right
1.9406085344231208,87.73704821105545,right
1.934765636130793,85.3882681071876,right
1.9291595201738514,83.1358585766738,right
1.9238568264758735,84.38809018728207,right
1.9194289994171359,100.0353385912135,right
1.9167117855470746,123.47399218856602,right
1.915441483311065,161.93870071107497,right
1.9152897020711361,235.91809443503072,right
1.9160050717734867,434.91195886839233,right
1.9174146255118996,2747.826747458116,right
1.919424392239758,640.2832173047852,left
1.922019442842302,287.97046531169,left
1.9252635266083895,186.4890779928866,left
1.9292983251645774,138.45126774039636,left
1.9343422431588124,110.58026473532398,left
1.9406885547672854,92.51521950615455,left
1.9487026390367301,79.99006806748136,left
1.958817974457019,70.93287175192015,left
1.9715305365577622,64.22142586656742,left
1.9873912666785694,59.20006970495212,left
2.0069963698964988,55.46489399612426,left
2.0309753644709283,52.75831978821686,left
2.059977041262099,50.913320762608365,left
2.094653778493387,49.82215075157216,left
2.1308647719232416,37.29262727020676,left
2.1284016951136935,25.861219146242487,left
2.072674461922727,17.795387947257208,left
1.9772285916063042,12.126129035197811,left
1.8655590226208332,8.434371258629234,left
1.7765999481189243,6.45580749765757,left
1.7671892638742637,6.055538128327925,left
1.8891428801902044,11.251832770298277,left
2.067946906063052,28.561991662541033,left
2.1879304213292574,1361.6354113160178,left
2.205970085196111,28.44792211281009,right
2.127463371660102,19.63724627391318,right
2.0399010414763965,20.771403365451263,right
1.9901148177248928,23.88114877788744,right
1.9710280151674493,30.049833322003845,right
1.9745963489700984,42.34467942838792,right
1.9938933247587785,72.23297773293683,right
