Arc Length,Radius of Curvature,Direction
0.14581620529173722,39.141614792429145,Left
0.14582280832467684,43.47005070789729,Left
0.1458303465953976,48.87363694411395,Left
0.14583827622463458,55.8088591130741,Left
0.14584611348343307,65.03375687469361,Left
0.14585343478101473,77.90609565975039,Left
0.14585987664223427,97.1225427480216,Left
0.14586513567446868,128.90876427605593,Left
0.14586896853457912,191.59862388483913,Left
0.14587119189609404,372.92569523757135,Left
0.14587168242316223,6947.956225088163,Left
0.14587037675177703,417.7543299017792,Straight
0.1458672714813176,202.7650431466893,Right
0.14586242317679804,133.85924207460468,Right
0.1458559483823006,99.89871839683964,Right
0.14584802364347293,79.67607168351935,Right
0.1458389887564928,74.93818789737475,Right
0.14583081015007143,78.05226323078892,Right
0.14582494592553658,81.44221168819467,Right
0.14582137742613274,85.1457118903551,Right
0.14582004362525286,89.2076588118134,Right
0.14582088611467364,93.68197687857345,Right
0.14582384911309765,98.63400864242382,Right
0.14582887947457562,104.14370411285427,Right
0.14583592669588227,110.30994237229733,Right
0.14584494292281444,117.25648395213366,Right
0.14585588295655946,125.14032007892017,Right
0.14586858901160152,111.68876250423551,Right
0.14588025257901485,87.02152204030223,Right
0.14588814554000268,71.27634283667057,Right
0.14589240613877374,60.352172223882384,Right
0.14589336631730918,52.3276757044377,Right
0.14589141821996426,46.182969530749475,Right
0.14588701427415263,41.32647104198126,Right
0.14588066727639568,37.39145072122764,Right
0.14587295047806037,34.13849096470538,Right
0.1458644976620724,31.404667222623477,Right
0.14585600320363742,29.075271787609577,Right
0.14584822210471277,27.06721710636153,Right
0.1458418704508714,27.172444790531,Right
0.14583697170106977,27.424433943555197,Right
0.14583332742833613,27.68130005962321,Right
0.14583082220518456,27.943100402938665,Right
0.14582934186367352,28.209894567067604,Right
0.14582877346591305,28.481744570403425,Right
0.14582900531245815,28.758714957041704,Right
0.14582992694790234,29.04087290337284,Right
0.1458314291678477,29.328288330721,Right
0.14583340402192108,29.6210340243806,Right
0.14583574481915026,29.91918575942673,Right
0.14583834612998475,30.222822433701424,Right
0.1458411037891696,30.53202620840743,Right
0.14584391489621595,30.846882656771413,Right
0.1458466778172264,31.1674809212723,Right
0.14584929218359893,31.49391387996682,Right
0.14585165889196883,31.826278322483546,Right
0.14585368010258887,32.164675136299124,Right
0.14585525923715162,32.509209503957365,Right
0.14585630097633337,32.85999111194107,Right
0.14585672588442614,33.15960227822473,Right
0.1458569005870054,33.38980436669684,Right
0.14585729088613023,33.62277709992302,Right
0.14585786904292986,33.85852622664363,Right
0.145858577725462,34.09705773464803,Right
0.14585936013910697,34.33837785782184,Right
0.14586016002642682,34.58249308359004,Right
0.14586092166688494,34.829410160767935,Right
0.1458615898780955,35.0791361078323,Right
0.1458621100141378,35.3316782216253,Right
0.14586242796611903,35.58704408650503,Right
0.1458624901607778,35.845241583956444,Right
0.1458622435602602,36.10627890267767,Right
0.14586163566069846,36.37016454915689,Right
0.14586061449095103,36.63690735875584,Right
0.1458591286118627,36.90651650731699,Right
0.14585712711376692,37.17900152331194,Right
0.14585455961560034,37.45437230054928,Right
0.14585137626278727,37.73263911146156,Right
0.14584763722906433,37.87954397583263,Right
0.14584413959340403,37.9916053186868,Right
0.14584124769945453,38.104406700027226,Right
0.1458389442904923,38.217935996472214,Right
0.14583721012902465,38.332180982063086,Right
0.14583602607882026,38.44712932743022,Right
0.14583537310473726,38.56276859898538,Right
0.1458352322729836,38.67908625814072,Right
0.1458355847534382,38.79606966055503,Right
0.1458364118185443,38.91370605540763,Right
0.14583769484483688,39.03198258469976,Right
0.14583941531370273,39.15088628258467,Right
0.14584155481092453,39.27040407472604,Right
0.14584409502863085,39.39052277768568,Right
0.14584701776450137,39.5112290983405,Right
0.14585030492315001,39.632509633329256,Right
0.14585393851618525,39.7543508685298,Right
0.14585790066246201,39.87673917856627,Right
0.1458621735890521,39.99966082634807,Right
0.14586673963093844,40.123101962639424,Right
0.14587153384414356,39.68641875676665,Right
0.1458755346443865,38.74727829682075,Right
0.1458778542693675,37.84943188836721,Right
0.14587859856648058,36.99025021692173,Right
0.14587791842391337,36.167334529100714,Right
0.14587596846787368,35.37849215751544,Right
0.14587290707726688,34.62171509728867,Right
0.14586889639624756,33.89516119954532,Right
0.14586410234755443,33.197137616587625,Right
0.1458586946406239,32.52608619061506,Right
0.1458528467824403,31.880570525134413,Right
0.14584673608338228,31.25926451748063,Right
0.14584054366237933,30.660942163616387,Right
